File.accession,File.format,File.type,File.format.type,Output.type,File.assembly,Experiment.accession,Biosample.term.name,Experiment.target,Size,md5sum,peaks_count_raw,peaks_count_run
ENCFF478SRO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR976TBC,GM12878,IRF5-human,39360,3c63d6c7f40aff208210d69e5e5b2a38,2111,2111
ENCFF912OPT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR897MMC,GM12878,JUNB-human,607564,ae13391085b4923f09f371eb3024a00d,34093,34093
ENCFF506SOD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR212YKD,GM12878,SKIL-human,458102,cfa42c50093adc6f2ddfac4f5c281e9a,23895,23895
ENCFF927IGC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR657PEW,GM12878,LARP7-human,381056,9777a97e27b0cc89d0b38e8e9c7359e7,20129,20129
ENCFF934NVD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR192AFN,GM12878,PAX8-human,58602,d22ab3828ef5eb15e69829da2b78b295,2963,2963
ENCFF957SRJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR293QAR,GM12878,MTA2-human,816480,73b4c1da27283ff3f5c2192b44067f8b,43119,43119
ENCFF131ALE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR764CZW,GM12878,ZNF217-human,331830,3232e38574dab10eb8d6eae39b22da03,17528,17528
ENCFF552EPA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR849WCQ,GM12878,ASH2L-human,122206,75a7ecfeb65f04a38969cc492a4fd85c,6883,6883
ENCFF961ZFW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR793HVL,GM12878,E2F8-human,100859,f0d0e32b583d19e3fd33871a6d0142b1,5715,5715
ENCFF876CUT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR860UHK,GM12878,CBFB-human,365685,9b3ac04062facf95319ef5ac6fc87ae2,21215,21215
ENCFF728KFD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BGT,GM12878,BATF-human,583115,7f22a3244fa244a435a39df67ec6a4f0,37158,37158
ENCFF946JFA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR711XNY,GM12878,PKNOX1-human,609495,1b664a58c27b7933ca6a66593d60f821,34186,34186
ENCFF955YFB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BRX,GM12878,CEBPB-human,99326,7aab41539150fcc58cdea63ba9336abe,5174,5174
ENCFF083GTV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR057DTZ,GM12878,ZBTB11-human,53626,169be69044b9490756d4da450e52a8d0,2730,2730
ENCFF033MGN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR813DCK,GM12878,SMAD1-human,179225,94ba88d57587d635bcb888912b7d8069,9668,9668
ENCFF819VMH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR874AFU,GM12878,IKZF1-human,1311547,877090c0bddaa41435cec5df194a95c2,69902,69902
ENCFF550FDV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR706YUH,GM12878,SMARCA5-human,511634,0824bb9814884df9aa0528923cc7d8f6,27131,27131
ENCFF003ZLG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR509FWH,GM12878,DPF2-human,812289,592f8e412f773f490de48e776d71f787,43875,43875
ENCFF664TYB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR072PWP,GM12878,ZNF24-human,310660,c0f09d1561061e5e6791bcd06de06892,16596,16596
ENCFF631RZH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR636MKU,GM12878,BACH1-human,417038,a3bdd144dfebe5bcbebab56fdafc67d8,22354,22354
ENCFF055QPX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR342THD,GM12878,BCLAF1-human,36288,417faf596df362c2d9d8c5469158efd5,1830,1830
ENCFF479HJF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR841NDX,GM12878,ELF1-human,616239,f169d9998ed1995c7bfcead7633ada75,34707,34707
ENCFF652GOE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR552XSN,GM12878,MLLT1-human,820742,1770695af7732bf82eec0104afb7e607,46600,46600
ENCFF154RAJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR725VFL,GM12878,TCF12-human,257836,c46c6f68563dc5b4200fa4a65c3178bb,14319,14319
ENCFF894BBO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR091BOQ,GM12878,SUZ12-human,63309,84cfedbe2656c3cb509d9473ee6577fe,3694,3694
ENCFF510ZBJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR173ZVL,GM12878,ZNF592-human,166418,959c6fcbb13ccf10bdeaa2bf73e768c1,8791,8791
ENCFF626EEU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR784VIQ,GM12878,NR2C1-human,193321,17303270a69285b301a2d294842744b7,10486,10486
ENCFF855PXT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR439WAF,GM12878,E4F1-human,97014,a26a71750efb9c9d2462c8031393da11,5652,5652
ENCFF160PIE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR469WII,GM12878,BMI1-human,238078,74eb4a87d172f7891490d9fddb1c9f74,12627,12627
ENCFF585BRC,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR000DZC,GM12878,RCOR1-human,138495,3e56155ded9186e4e0b0946a96193f23,7460,7460
ENCFF864EBU,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR000DZO,GM12878,NRF1-human,88464,a96729b87b33ce4ed0bee369f6fa96a1,5121,5121
ENCFF118UKC,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR514VYD,GM12878,NR2F1-human,751485,c49702fa31f06f27bdcdbf806a514f7d,39860,39860
ENCFF862GDZ,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR732PJX,GM12878,NKRF-human,393800,3d80cd6b60dbb844575834f1550fdb3c,20842,20842
ENCFF963DVH,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR828NCB,GM12878,GATAD2B-human,571514,322056d7414b7df9baa7d53a139380f8,30874,30874
ENCFF474JTH,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR330EXS,GM12878,RBBP5-human,33105,4bce8bd0a2d5152706ee02ff0c13a738,1763,1763
ENCFF370XOM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR354FPG,HepG2,STAT5B-human,86336,8111f6a280541a89b612eb8426bc49d0,4657,4657
ENCFF847EOB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR953MMC,HepG2,ZC3H4-human,129488,73b80a333f3f72a2a664683b4a01421b,7280,7280
ENCFF209MHH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR767HDQ,HepG2,CERS6-human,49738,23e32a0bfba25aaabe148e152ef121be,2539,2539
ENCFF417LFH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR992KMO,HepG2,MTERF4-human,266399,741a39407945ccbedc67f298eeb6b1dc,14111,14111
ENCFF361JRX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR280SCF,HepG2,KDM4B-human,202647,eda2ec8006a49c8025c56a0aae73ccae,12140,12140
ENCFF167IAP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR554YEH,HepG2,TOE1-human,125143,89608103110e79e0b2c77321ee7a092f,6707,6707
ENCFF383BYS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR282ZLP,HepG2,JUND-human,234009,91cc9e5aad4f990aae2f15131e084757,13011,13011
ENCFF445CZX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR163PYB,HepG2,CHCHD3-human,137077,4a66cc6362f894f90b55dc1ee6207f2f,7199,7199
ENCFF632PBR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR929KSH,HepG2,SKIL-human,290626,a822e43f5ff9abe6afdadb23684a9f3d,15841,15841
ENCFF227RXB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR124XCX,HepG2,TRIM24-human,80483,92f4d1a8338104d8a3a3c80b61ce122e,4203,4203
ENCFF676NOU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR893BAO,HepG2,REPIN1-human,445889,e5ca6c1a5335133ccc5b3b7e001541fd,25032,25032
ENCFF453UVV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR469GZL,HepG2,LCOR-human,607401,6cce76c557fbe027d031c6f175b6a35b,36722,36722
ENCFF313BSI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR553ZJQ,HepG2,ZNF18-human,297074,2a4d89eabb2594b8ec5c78367a6abbcc,15795,15795
ENCFF921XWH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR203UQM,HepG2,ZFYVE20-human,82760,4c4cf5a6f7694ea9abe28bc4140f3a5a,4294,4294
ENCFF811LFF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR199MFT,HepG2,FOXQ1-human,195960,99bb5c1e168499508f2da72aa65ff9b9,10385,10385
ENCFF647OBG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR830LDY,HepG2,MEIS2-human,375585,75bb46871c376c14aafd8ad338153606,20909,20909
ENCFF714AQQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR363XHT,HepG2,HES4-human,242961,4f939716b3a1b1080fe183ba92162005,13099,13099
ENCFF743CDY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR066EWR,HepG2,ZMYM2-human,376095,29c1a3b4b17eca3a8bda86687c7746ec,20548,20548
ENCFF493UFO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR959XNY,HepG2,MED1-human,722671,715b402e7063aacdd317fc78fea9a0fb,42852,42852
ENCFF477JRZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR167MTG,HepG2,STAG1-human,951004,ec67bb9d36e16e281ff8b3a7988a9e1d,55881,55881
ENCFF124UUN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR552YWL,HepG2,KLF12-human,282088,e7417797e97529f66aae086834594e70,15076,15076
ENCFF656PGC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR490AMH,HepG2,FOXA2-human,749537,34c85abf1024445818c7956374014327,45643,45643
ENCFF312YZB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR989QTM,HepG2,NCOA5-human,30800,188bf1c105966357ed062a13b6974552,1553,1553
ENCFF093AZT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR873OVI,HepG2,MTA3-human,11708,986bc5e834c0207d05a47437f58ae6c9,598,598
ENCFF245XOL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR924LSO,HepG2,E2F4-human,393135,accf7c0c96ca24fea4ccfe994b12222e,21944,21944
ENCFF643FQU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR331HWO,HepG2,ZBTB1-human,36146,b617ab2d86354ad96ead34f3f7b3bd41,1929,1929
ENCFF617LWF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR338DUC,HepG2,RAD21-human,670270,271bf88e7ad8ad0d480331e566f006c6,37221,37221
ENCFF195YPT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR656SIB,HepG2,ZBED5-human,82961,22f685e36a624337b6e91785d665a714,4817,4817
ENCFF594JNI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR658UQD,HepG2,ZUFSP-human,11249,8eaf017e562bd946c34adf3f9f43dfc7,544,544
ENCFF233ZOX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR853BYT,HepG2,ZNF292-human,453659,7ef5636cca6228d9ed2e6097631a426c,26158,26158
ENCFF680JFD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR710EFA,HepG2,TEAD2-human,63593,dec1a7f7a55f051528687bbe2fe880f9,3289,3289
ENCFF624JML,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR957LTN,HepG2,ZNF146-human,469078,0e37b4e6bef4df7649a994935140985e,26448,26448
ENCFF431BYW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR267TGY,HepG2,ARNT2-human,396754,bd6a284abd5d828a51056761ea4b547f,21679,21679
ENCFF672RKS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR136EQX,HepG2,PBX3-human,82189,abe22927c9ec393c6ff57c6004038d3d,4243,4243
ENCFF647CDO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR715EIP,HepG2,BRF2-human,203594,44c8d3a313e4f7d23c262ba95977fb23,10790,10790
ENCFF442AHG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR656RTA,HepG2,ZNF527-human,188028,9f5a6ff62f990ab4e08ef47bdbb850e7,10212,10212
ENCFF265QIF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR699ZES,HepG2,ZNF670-human,301473,b7248645b14e5c57b9e51a64578a0a2d,15924,15924
ENCFF492FGH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR482SWD,HepG2,MTERF2-human,175206,4cc8d85a858c31f6001367c0b27348e1,9090,9090
ENCFF322CXC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR524RLU,HepG2,RFXAP-human,346750,6c67c14c83c9ad380e561b803f5dbb5b,18784,18784
ENCFF748SGP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR639UKJ,HepG2,MLLT10-human,24048,14ca6920e89869b861700491662e6b6f,1209,1209
ENCFF437XMN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR095JQV,HepG2,ZNF780A-human,132656,d73eeac8e31d25434d8498df6840b5c1,6858,6858
ENCFF825GVH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR959COF,HepG2,ZBTB10-human,220382,c31002e42ec51e4e8efedd157a34cecc,11873,11873
ENCFF737MXG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR551QJT,HepG2,THRA-human,489448,50c975dde97a6749756d120f79be91e8,28199,28199
ENCFF486LNN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR892RCP,HepG2,CBX5-human,305698,d18ff13cde5d77a76fff10b1cc0d47cb,18382,18382
ENCFF558WZE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR604VAE,HepG2,PHF8-human,581077,aa6063fbb0a7b041a4393f06b4c7bc60,32657,32657
ENCFF964FPZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR403MJY,HepG2,ZNF281-human,369130,377b8cecc3f09b3f3dbb5d87e72dfdc4,22572,22572
ENCFF652ELW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EEF,HepG2,USF2-human,145554,3faf4a3f841372df7e9cd763d30d4e06,7994,7994
ENCFF902PJA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR754KCC,HepG2,KDM2A-human,700218,3e35d755e7cb2184b13e17352c7cc444,40061,40061
ENCFF643LFY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR849TMV,HepG2,SIX4-human,229480,e1d434266d3f7bb35b526f849af69513,13836,13836
ENCFF791SNR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR343RJR,HepG2,BRCA1-human,183463,1b325afe6f6f399b6026f23f2727a832,9554,9554
ENCFF260XMT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR421DAO,HepG2,ZBTB33-human,540172,4746877c1de2dfef9f8e42178e4893a2,33160,33160
ENCFF328SRN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR416HDG,HepG2,RXRA-human,570407,bc887fddcd5660d1e6eb7af230b0e3bc,32999,32999
ENCFF552XOP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR211BDR,HepG2,JDP2-human,34872,fa8910d141fdf1b52ec80d0ac00a1fca,1735,1735
ENCFF525SCQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR655QNQ,HepG2,REXO4-human,59477,266a7134096411078578ebed2ddbe39a,3035,3035
ENCFF270ONC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR159RBE,HepG2,GLYR1-human,374566,a7ac3d88276520126436a37e1e7d3cc1,20487,20487
ENCFF249WHV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR697CNF,HepG2,ZNF571-human,101084,47896b1a002e9459e166efc467856687,5788,5788
ENCFF799VRS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR081VFY,HepG2,ZFP36L1-human,258489,480374e290b643aebb3e669e8756e7d2,13762,13762
ENCFF610WQK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR238XDV,HepG2,BORCS8-MEF2B-human,404250,fee47d5d79a0d8e878822702762af140,21916,21916
ENCFF411GOS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR929IMB,HepG2,AKNA-human,73868,19c5250279ad6be5d8f7025ff6e51877,3773,3773
ENCFF731RBX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR681KXT,HepG2,ZNF329-human,200300,b2ac43d391a96a66f6dadf1e782f92b1,11010,11010
ENCFF975YZR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR263YXJ,HepG2,ZNF672-human,64478,17613a81d10506eb9d13e6420183fb1f,3274,3274
ENCFF869BHB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR407MQT,HepG2,SALL1-human,1043428,a7b8d5873cc350deab186f6d32e2eb63,60146,60146
ENCFF726AMU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR810DBO,HepG2,PRMT3-human,125458,3e2c3d88d281e925d1dfab73ac769ccb,6479,6479
ENCFF625DDW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR907PAR,HepG2,ZNF878-human,290965,0e3d50edd734463fa486fa7335b43c26,15441,15441
ENCFF321MWB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR924KZA,HepG2,ZNF235-human,187055,443f27247ce808d8236aefa2b039d6c4,9874,9874
ENCFF437PVG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR062TDX,HepG2,SALL2-human,327148,42e562d563e74e3379e543a13abd8808,18153,18153
ENCFF245TLY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR440OJH,HepG2,FLYWCH1-human,78363,18d28677861820b1ac7567464a125711,4020,4020
ENCFF455PZT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR039IQA,HepG2,BAZ2A-human,334958,dcc0d7727dcc561a70344b22e6a36fce,18815,18815
ENCFF990ZAB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR243OKN,HepG2,MED8-human,232279,3b132720095125114f3a0998420d42d7,12526,12526
ENCFF366KEF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR605JAI,HepG2,TMF1-human,204779,3f9ccda24df1147bf5c8c8a9fe2c31a9,11174,11174
ENCFF200SDQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BJL,HepG2,REST-human,45966,3ac1f22e143e68ed9126b61bd7829a36,2471,2471
ENCFF890WJZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BJK,HepG2,GABPA-human,147513,3ebbbc41466012efd785c57bf4a7aa32,8204,8204
ENCFF263RCV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BLF,HepG2,HNF4A-human,405278,af4a5c2ad93a8f463e6ab9b927508fd9,25511,25511
ENCFF155CEQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EEG,HepG2,RAD21-human,714019,99c56647659743280b97afc1c3693691,41335,41335
ENCFF618NTX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR701WPG,HepG2,ZNF800-human,368966,1f93015af66c8e7275e818e958374aee,19789,19789
ENCFF672ZEZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR155IXY,HepG2,ZNF747-human,305267,0cbe0849a7e19dbc9ed6b0c89d2dc9e6,16453,16453
ENCFF804WYO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR871EQD,HepG2,POU2F1-human,730612,44fd7c7a83cc2c042d6fbcf883970aa6,42655,42655
ENCFF486MHG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR011INW,HepG2,PRDM15-human,235571,2a68d3023307eb969f41073f1bb8c8a3,12585,12585
ENCFF021NPR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BQA,HepG2,ZBTB7A-human,204174,54731744f1a21787539e02c7ec670887,12754,12754
ENCFF591XXC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BOU,HepG2,SP2-human,16408,e99b8d021d1635a43275c1a0f65f8968,877,877
ENCFF919ZSN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR956OSX,HepG2,ONECUT1-human,623141,02e8964fa56f96ef4e362be216cf3425,36880,36880
ENCFF639APT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR577YCO,HepG2,ARHGAP35-human,174605,18f3ae221460e7e15233493e1fb68323,10178,10178
ENCFF501HSY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR693TYT,HepG2,ZNF75D-human,48464,3c8c7af6cf3b19cd4e75200dcc16d3ab,2461,2461
ENCFF310IWF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR397EOT,HepG2,ZNF564-human,311715,35623e7d699a0f143e86b4d6574c4036,16824,16824
ENCFF291LHW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR949OEV,HepG2,ZFY-human,719280,7f7f0dbd6408743e3bf69bfafaac4584,40738,40738
ENCFF162YBD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR443YTB,HepG2,PROX1-human,566429,e3bcffcbcd914107770d14c3cbce27b6,31386,31386
ENCFF951CCL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR479RZV,HepG2,CBFB-human,273013,9611d3fd8d60c8e6310938535573ec0d,16299,16299
ENCFF401HSI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BHP,HepG2,FOSL2-human,546200,9906c7bcb5b3614c8c774bae6d6ba47f,30445,30445
ENCFF241YGM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR080EKH,HepG2,MATR3-human,9905,50b9f4d26fce83e77e51c892735c015c,557,557
ENCFF704BPD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR469FBY,HepG2,HNF4A-human,879787,26488baeb48bd11bca3fccf985e99b50,53156,53156
ENCFF382YJO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BHU,HepG2,RXRA-human,347763,077d09eb4aeba266a762d5170b740db2,20369,20369
ENCFF839JEO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000BMZ,HepG2,ELF1-human,356723,a12b33dd26df8fb581481d51a4b5aee1,22166,22166
ENCFF986ZVU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR421ADK,HepG2,THAP7-human,225606,b3fe6b7fdf7a47f10b1c1c4ce9da48d6,12086,12086
ENCFF048GXO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR398TMP,HepG2,MYNN-human,101215,9c721e87f5a6e12511c7c36578252983,5578,5578
ENCFF157DSR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EEE,HepG2,CEBPB-human,924549,f4717fbedcab1d2d3962451e189e593e,53225,53225
ENCFF927JRS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR313MMD,HepG2,ZNF263-human,514464,b6de4984f0c1adfd4ac0cb009bfb469e,27777,27777
ENCFF320EKJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR563SHQ,HepG2,ZFP36L2-human,58161,786720d689e8d14f801445bfdcb42b69,3114,3114
ENCFF004BLZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR148FHD,HepG2,ZNF827-human,167279,63fafcf4debdc945189c13edfc68afa1,9016,9016
ENCFF562YSV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EEI,HepG2,JUND-human,727603,e73266496359531529a6e99c9a162a72,41541,41541
ENCFF615SJG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR976KGR,HepG2,CCDC6-human,350109,d8c6e797d5e4f3e4c12917c8a0add1b8,18705,18705
ENCFF774KWE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR912NEF,HepG2,MGA-human,778431,0084f589b416202ab0dee6262ccf58e0,44719,44719
ENCFF938KVY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR642PQK,HepG2,SP4-human,422889,4fa22400a7d35d31bff6247414758f41,23574,23574
ENCFF216ISR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR946BKU,HepG2,NR1H2-human,91804,45be6b90641d42df499265e5e49827b2,4742,4742
ENCFF642BLI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR015LYB,HepG2,HIC2-human,306365,2b0650843d3cd00a637c2b2def51f116,18016,18016
